Row #,Taxon Order,Category,Common Name,Scientific Name,Count,Location,S/P,Date,LocID,SubID,Exotic,Countable
27,7565,species,Least Bittern,Botaurus exilis,1,Wakodahatchee Wetlands,US-FL,06 Apr 2026,L143084,S318087261,,1
28,28429,species,Mistle Thrush,Turdus viscivorus,1,St. Stephen's Green,IE-L,22 Mar 2026,L1000689,S311788197,,1
29,27258,species,Eurasian Wren,Troglodytes troglodytes,1,St. Stephen's Green,IE-L,22 Mar 2026,L1000689,S311788197,,1
30,26856,species,Goldcrest,Regulus regulus,1,St. Stephen's Green,IE-L,22 Mar 2026,L1000689,S311788197,,1
31,6872,species,Great Crested Grebe,Podiceps cristatus,4,Castlemartyr--Mitchell's Wood,IE-M,20 Mar 2026,L27791359,S312675029,,1
32,512,species,Eurasian Wigeon,Mareca penelope,2,Castlemartyr--Mitchell's Wood,IE-M,20 Mar 2026,L27791359,S312675029,,1
33,21554,species,Rook,Corvus frugilegus,5,Kinsale Harbour,IE-M,19 Mar 2026,L17754994,S312674100,,1
34,7650,species,Little Egret,Egretta garzetta,1,Kinsale Harbour,IE-M,19 Mar 2026,L17754994,S312674100,,1
35,29673,species,European Stonechat,Saxicola rubicola,2,Slea Head (Ceann Sléibhe),IE-M,18 Mar 2026,L1274158,S310325579,,1
36,6152,species,Common Greenshank,Tringa nebularia,1,Slea Head (Ceann Sléibhe),IE-M,18 Mar 2026,L1274158,S310325579,,1
37,6138,species,Common Redshank,Tringa totanus,1,Slea Head (Ceann Sléibhe),IE-M,18 Mar 2026,L1274158,S310325579,,1
38,8543,species,Common Buzzard,Buteo buteo,1,Slea Head (Ceann Sléibhe),IE-M,17 Mar 2026,L1274158,S312673001,,1
39,314,species,Brant,Branta bernicla,1,Slea Head (Ceann Sléibhe),IE-M,17 Mar 2026,L1274158,S312673001,,1
40,21514,species,Eurasian Jackdaw,Coloeus monedula,10,Giant's Causeway,GB-NIR,15 Mar 2026,L1123515,S309363566,,1
41,5786,species,Eurasian Oystercatcher,Haematopus ostralegus,1,Giant's Causeway,GB-NIR,15 Mar 2026,L1123515,S309363566,,1
42,1477,species,Ring-necked Pheasant,Phasianus colchicus,2,Giant's Causeway,GB-NIR,15 Mar 2026,L1123515,S309363566,N,1
43,7397,species,Great Cormorant,Phalacrocorax carbo,1,Titanic,GB-NIR,14 Mar 2026,L60208887,S309084194,,1
44,6396,species,Black Guillemot,Cepphus grylle,,Titanic,GB-NIR,14 Mar 2026,L60208887,S309084194,,1
45,31720,species,White Wagtail,Motacilla alba,1,Belfast,GB-NIR,13 Mar 2026,L60129682,S308702120,,1
46,6545,species,European Herring Gull,Larus argentatus,,Belfast,GB-NIR,13 Mar 2026,L60129682,S308702120,,1
47,29253,species,European Robin,Erithacus rubecula,1,Bethnal Green NR,GB-ENG,11 Mar 2026,L12106872,S308303563,,1
48,22114,species,Eurasian Blue Tit,Cyanistes caeruleus,2,Bethnal Green NR,GB-ENG,11 Mar 2026,L12106872,S308303563,,1
49,27191,species,Northern House Wren,Troglodytes aedon,1,Loxahatchee NWR--Marsh Trail,US-FL,22 Feb 2026,L635288,S303034767,,1
50,13205,species,White-eyed Parakeet,Psittacara leucophthalmus,10,Gulfstream Park,US-FL,25 Jan 2026,L6666238,S296186763,P,1
51,27859,species,Common Myna,Acridotheres tristis,3,Winn-Dixie Plaza,US-FL,10 Jan 2026,L10672121,S293491692,N,1
53,8910,species,Great Horned Owl,Bubo virginianus,1,Paul Rardin Park,US-FL,10 Jan 2026,L17950366,S293474276,,1
54,673,species,Ring-necked Duck,Aythya collaris,200,Royal Palm Post Office Retention Pond,US-FL,10 Jan 2026,L17096221,S293438784,,1
55,667,species,Redhead,Aythya americana,3,Royal Palm Post Office Retention Pond,US-FL,10 Jan 2026,L17096221,S293438784,,1
56,35385,species,Ash-breasted Sierra Finch,Geospizopsis plebejus,2,Centro Arqueológico de Chinchero,PE-CUS,31 Dec 2025,L9132151,S291473773,,1
57,35344,species,Peruvian Sierra Finch,Phrygilus punensis,1,Centro Arqueológico de Chinchero,PE-CUS,31 Dec 2025,L9132151,S291473773,,1
58,28686,species,Chiguanco Thrush,Turdus chiguanco,2,Centro Arqueológico de Chinchero,PE-CUS,31 Dec 2025,L9132151,S291473773,,1
59,11974,species,Mountain Caracara,Daptrius megalopterus,3,Near Maras,PE-CUS,31 Dec 2025,L56616042,S291423248,,1
60,15446,species,Rusty-fronted Canastero,Asthenes ottonis,2,Sitio Arqueológico Moray,PE-CUS,31 Dec 2025,L2026362,S291416031,,1
61,4506,species,Green-tailed Trainbearer,Lesbia nuna,2,Sitio Arqueológico Moray,PE-CUS,31 Dec 2025,L2026362,S291416031,,1
62,1953,species,Spot-winged Pigeon,Patagioenas maculosa,,Textile Shop,PE-CUS,31 Dec 2025,L56625833,S291464349,,1
63,35439,species,Chestnut-breasted Mountain Finch,Poospizopsis caesar,4,Santuario de Colibríes--Ensifera Camp,PE-CUS,30 Dec 2025,L11989150,S291161388,,1
64,35285,species,Black-throated Flowerpiercer,Diglossa brunneiventris,2,Santuario de Colibríes--Ensifera Camp,PE-CUS,30 Dec 2025,L11989150,S291161388,,1
65,16712,species,White-crested Elaenia,Elaenia albiceps,1,Santuario de Colibríes--Ensifera Camp,PE-CUS,30 Dec 2025,L11989150,S291161388,,1
66,4604,species,Shining Sunbeam,Aglaeactis cupripennis,4,Santuario de Colibríes--Ensifera Camp,PE-CUS,30 Dec 2025,L11989150,S291161388,,1
67,35838,species,Golden-billed Saltator,Saltator aurantiirostris,1,El Alberque Hotel,PE-CUS,29 Dec 2025,L56519534,S290995950,,1
68,34920,species,Blue-and-yellow Tanager,Rauenia bonariensis,1,El Alberque Hotel,PE-CUS,29 Dec 2025,L56519534,S290995950,,1
69,34550,species,Black-backed Grosbeak,Pheucticus aureoventris,2,El Alberque Hotel,PE-CUS,29 Dec 2025,L56519534,S290995950,,1
70,32638,species,Hooded Siskin,Spinus magellanicus,1,El Alberque Hotel,PE-CUS,29 Dec 2025,L56519534,S290995950,,1
71,4718,species,Giant Hummingbird,Patagona gigas,1,El Alberque Hotel,PE-CUS,29 Dec 2025,L56519534,S290995950,,1
72,35102,species,Saffron-crowned Tanager,Tangara xanthocephala,1,Inkaterra Machu Picchu Pueblo Hotel,PE-CUS,28 Dec 2025,L1811275,S290741191,,1
73,35027,species,Blue-necked Tanager,Stilpnia cyanicollis,1,Inkaterra Machu Picchu Pueblo Hotel,PE-CUS,28 Dec 2025,L1811275,S290741191,,1
74,34957,species,Palm Tanager,Thraupis palmarum,2,Inkaterra Machu Picchu Pueblo Hotel,PE-CUS,28 Dec 2025,L1811275,S290741191,,1
75,17427,species,Golden-crowned Flycatcher,Myiodynastes chrysocephalus,1,Inkaterra Machu Picchu Pueblo Hotel,PE-CUS,28 Dec 2025,L1811275,S290741191,,1
76,16998,species,Black Phoebe,Sayornis nigricans,2,Inkaterra Machu Picchu Pueblo Hotel,PE-CUS,28 Dec 2025,L1811275,S290741191,,1
77,16746,species,Torrent Tyrannulet,Serpophaga cinerea,2,Inkaterra Machu Picchu Pueblo Hotel,PE-CUS,28 Dec 2025,L1811275,S290741191,,1
78,15900,species,Andean Cock-of-the-rock,Rupicola peruvianus,1,Inkaterra Machu Picchu Pueblo Hotel,PE-CUS,28 Dec 2025,L1811275,S290741191,,1
79,9880,species,Andean Motmot,Momotus aequatorialis,1,Inkaterra Machu Picchu Pueblo Hotel,PE-CUS,28 Dec 2025,L1811275,S290741191,,1
80,468,species,Torrent Duck,Merganetta armata,1,Inkaterra Machu Picchu Pueblo Hotel,PE-CUS,28 Dec 2025,L1811275,S290741191,,1
81,34933,species,Blue-gray Tanager,Thraupis episcopus,1,Santuario Historico Machu Picchu--Machu Picchu Ruinas (Valqui B3.2),PE-CUS,27 Dec 2025,L1004819,S290636415,,1
82,27455,species,Inca Wren,Pheugopedius eisenmanni,1,Santuario Historico Machu Picchu--Machu Picchu Ruinas (Valqui B3.2),PE-CUS,27 Dec 2025,L1004819,S290636415,,1
83,17068,species,White-winged Black-Tyrant,Knipolegus aterrimus,2,Santuario Historico Machu Picchu--Machu Picchu Ruinas (Valqui B3.2),PE-CUS,27 Dec 2025,L1004819,S290636415,,1
84,5187,species,Green-and-white Hummingbird,Elliotomyia viridicauda,1,Santuario Historico Machu Picchu--Machu Picchu Ruinas (Valqui B3.2),PE-CUS,27 Dec 2025,L1004819,S290636415,,1
85,32033,species,Thick-billed Euphonia,Euphonia laniirostris,,Inkaterra Machu Picchu Pueblo Hotel,PE-CUS,27 Dec 2025,L1811275,S290534438,,1
86,34360,species,Slate-throated Redstart,Myioborus miniatus,,Inkaterra Machu Picchu Pueblo Hotel,PE-CUS,27 Dec 2025,L1811275,S290559994,,1
87,4614,species,Bronzy Inca,Coeligena coeligena,,Inkaterra Machu Picchu Pueblo Hotel,PE-CUS,27 Dec 2025,L1811275,S290550957,,1
88,4631,species,Gould's Inca,Coeligena inca,,Inkaterra Machu Picchu Pueblo Hotel,PE-CUS,27 Dec 2025,L1811275,S290531410,,1
89,4675,species,Chestnut-breasted Coronet,Boissonneaua matthewsii,,Inkaterra Machu Picchu Pueblo Hotel,PE-CUS,27 Dec 2025,L1811275,S290530714,,1
90,17392,species,Social Flycatcher,Myiozetetes similis,,Sumaq Hotel,PE-CUS,26 Dec 2025,L56382810,S290431288,,1
91,11924,species,Andean Flicker,Colaptes rupicola,1,Sexy Woman,PE-CUS,24 Dec 2025,L56281370,S289994557,,1
92,4354,species,Sparkling Violetear,Colibri coruscans,1,Sexy Woman,PE-CUS,24 Dec 2025,L56281370,S289994557,,1
93,4359,species,Lesser Violetear,Colibri cyanotus,1,Hotel Monastery,PE-CUS,23 Dec 2025,L56255286,S289878605,,1
94,28677,species,Great Thrush,Turdus fuscater,,Hotel Monastery,PE-CUS,23 Dec 2025,L56255286,S289875877,,1
95,8322,species,Cinereous Harrier,Circus cinereus,2,GHL Hotel,PE-PUN,21 Dec 2025,L56188609,S289573536,,1
96,17047,species,Andean Negrito,Lessonia oreas,8,Lago Titicaca--Yanico,PE-PUN,20 Dec 2025,L14866984,S289320598,,1
97,6825,species,Titicaca Grebe,Rollandia microptera,2,Lago Titicaca--Yanico,PE-PUN,20 Dec 2025,L14866984,S289320598,,1
98,6821,species,White-tufted Grebe,Rollandia rolland,1,Lago Titicaca--Yanico,PE-PUN,20 Dec 2025,L14866984,S289320598,,1
99,5902,species,Andean Lapwing,Vanellus resplendens,5,Lago Titicaca--Yanico,PE-PUN,20 Dec 2025,L14866984,S289320598,,1
100,606,species,Yellow-billed Pintail,Anas georgica,200,Lago Titicaca--Yanico,PE-PUN,20 Dec 2025,L14866984,S289320598,,1
101,484,species,Puna Teal,Spatula puna,6,Lago Titicaca--Yanico,PE-PUN,20 Dec 2025,L14866984,S289320598,,1
102,400,species,Andean Goose,Oressochen melanopterus,2,Lago Titicaca--Yanico,PE-PUN,20 Dec 2025,L14866984,S289320598,,1
103,629,species,Yellow-billed Teal,Anas flavirostris,,Puno Pier,PE-PUN,19 Dec 2025,L56113157,S289230019,,1
104,33931,species,Yellow-winged Blackbird,Agelasticus thilius,,Puno Pier,PE-PUN,19 Dec 2025,L56112994,S289229247,,1
105,780,species,Andean Duck,Oxyura ferruginea,,Puno Pier,PE-PUN,19 Dec 2025,L56112994,S289228951,,1
106,33158,species,Rufous-collared Sparrow,Zonotrichia capensis,,Center Of Lima,PE-LIM,17 Dec 2025,L56059603,S288982912,,1
107,24128,species,Blue-and-white Swallow,Pygochelidon cyanoleuca,,Center Of Lima,PE-LIM,17 Dec 2025,L56059603,S288977241,,1
108,7471,species,Puna Ibis,Plegadis ridgwayi,40,Refugio de Vida Silvestre Los Pantanos de Villa--Laguna Costera y Playa Marvilla,PE-LIM,15 Dec 2025,L855862,S288731495,,1
109,6470,species,Andean Gull,Chroicocephalus serranus,,Refugio de Vida Silvestre Los Pantanos de Villa--Laguna Costera y Playa Marvilla,PE-LIM,15 Dec 2025,L855862,S288731495,,1
110,6183,species,Stilt Sandpiper,Calidris himantopus,,Refugio de Vida Silvestre Los Pantanos de Villa--Laguna Costera y Playa Marvilla,PE-LIM,15 Dec 2025,L855862,S288731495,,1
111,2400,species,Eared Dove,Zenaida auriculata,1,Refugio de Vida Silvestre Los Pantanos de Villa--Laguna Costera y Playa Marvilla,PE-LIM,15 Dec 2025,L855862,S288731495,,1
112,585,species,White-cheeked Pintail,Anas bahamensis,50,Refugio de Vida Silvestre Los Pantanos de Villa--Laguna Costera y Playa Marvilla,PE-LIM,15 Dec 2025,L855862,S288731495,,1
113,487,species,Cinnamon Teal,Spatula cyanoptera,8,Refugio de Vida Silvestre Los Pantanos de Villa--Laguna Costera y Playa Marvilla,PE-LIM,15 Dec 2025,L855862,S288731495,,1
114,35528,species,Chestnut-throated Seedeater,Sporophila telasco,2,Refugio de Vida Silvestre Los Pantanos de Villa--Entrada,PE-LIM,15 Dec 2025,L24387723,S288731385,,1
115,27209,species,Southern House Wren,Troglodytes musculus,2,Refugio de Vida Silvestre Los Pantanos de Villa--Entrada,PE-LIM,15 Dec 2025,L24387723,S288731385,,1
116,16196,species,Many-colored Rush Tyrant,Tachuris rubrigastra,2,Refugio de Vida Silvestre Los Pantanos de Villa--Entrada,PE-LIM,15 Dec 2025,L24387723,S288731385,,1
117,15062,species,Wren-like Rushbird,Phleocryptes melanops,1,Refugio de Vida Silvestre Los Pantanos de Villa--Entrada,PE-LIM,15 Dec 2025,L24387723,S288731385,,1
118,7431,species,Neotropic Cormorant,Nannopterum brasilianum,3,Refugio de Vida Silvestre Los Pantanos de Villa--Entrada,PE-LIM,15 Dec 2025,L24387723,S288731385,,1
119,6126,species,Spotted Sandpiper,Actitis macularius,1,Refugio de Vida Silvestre Los Pantanos de Villa--Entrada,PE-LIM,15 Dec 2025,L24387723,S288731385,,1
120,5506,species,Slate-colored Coot,Fulica ardesiaca,1,Refugio de Vida Silvestre Los Pantanos de Villa--Entrada,PE-LIM,15 Dec 2025,L24387723,S288731385,,1
121,15119,species,Surf Cinclodes,Cinclodes taczanowskii,2,Isla Pucusana,PE-LIM,15 Dec 2025,L2565173,S288707529,,1
122,7799,species,Peruvian Pelican,Pelecanus thagus,15,Isla Pucusana,PE-LIM,15 Dec 2025,L2565173,S288707529,,1
123,7388,species,Red-legged Cormorant,Poikilocarbo gaimardi,20,Isla Pucusana,PE-LIM,15 Dec 2025,L2565173,S288707529,,1
124,7362,species,Peruvian Booby,Sula variegata,20,Isla Pucusana,PE-LIM,15 Dec 2025,L2565173,S288707529,,1
125,6957,species,Humboldt Penguin,Spheniscus humboldti,10,Isla Pucusana,PE-LIM,15 Dec 2025,L2565173,S288707529,,1
126,6719,species,Inca Tern,Larosterna inca,,Isla Pucusana,PE-LIM,15 Dec 2025,L2565173,S288707529,,1
127,6533,species,Kelp Gull,Larus dominicanus,,Isla Pucusana,PE-LIM,15 Dec 2025,L2565173,S288707529,,1
128,6509,species,Belcher's Gull,Larus belcheri,1,Isla Pucusana,PE-LIM,15 Dec 2025,L2565173,S288705623,,1
129,6174,species,Surfbird,Calidris virgata,4,Isla Pucusana,PE-LIM,15 Dec 2025,L2565173,S288707529,,1
130,5804,species,Blackish Oystercatcher,Haematopus ater,4,Isla Pucusana,PE-LIM,15 Dec 2025,L2565173,S288707529,,1
131,5799,species,American Oystercatcher,Haematopus palliatus,1,Isla Pucusana,PE-LIM,15 Dec 2025,L2565173,S288707529,,1
132,35510,species,Blue-black Grassquit,Volatinia jacarina,1,Barranco,PE-LIM,14 Dec 2025,L55952052,S288607894,,1
133,33844,species,Scrub Blackbird,Dives warczewiczi,1,Barranco,PE-LIM,14 Dec 2025,L55952052,S288607894,,1
134,5123,species,Amazilia Hummingbird,Amazilis amazilia,1,Barranco,PE-LIM,14 Dec 2025,L55952052,S288607894,,1
135,35477,species,Saffron Finch,Sicalis flaveola,,Barranco,PE-LIM,13 Dec 2025,L55952052,S288473203,N,1
136,13203,species,Red-masked Parakeet,Psittacara erythrogenys,,Barranco,PE-LIM,13 Dec 2025,L55953418,S288479011,N,1
137,28095,species,Long-tailed Mockingbird,Mimus longicaudatus,,Miraflores,PE-LIM,13 Dec 2025,L55950862,S288467880,,1
138,2388,species,West Peruvian Dove,Zenaida meloda,,Miraflores,PE-LIM,13 Dec 2025,L55950672,S288467185,,1
139,2285,species,Croaking Ground Dove,Columbina cruziana,,Miraflores,PE-LIM,13 Dec 2025,L55950672,S288467071,,1
140,34439,species,Western Tanager,Piranga ludoviciana,1,Paul Rardin Park,US-FL,30 Nov 2025,L17950366,S286786804,,1
141,17467,species,Western Kingbird,Tyrannus verticalis,2,Paul Rardin Park,US-FL,30 Nov 2025,L17950366,S286786804,,1
142,17461,species,Cassin's Kingbird,Tyrannus vociferans,1,Paul Rardin Park,US-FL,30 Nov 2025,L17950366,S286786804,,1
143,24106,species,Northern Rough-winged Swallow,Stelgidopteryx serripennis,20,Sem-Chi Rice Road (Does Not Include Atlantic Sugar Mill),US-FL,22 Nov 2025,L4478244,S285580884,,1
144,17452,species,Tropical Kingbird,Tyrannus melancholicus,1,Sem-Chi Rice Road (Does Not Include Atlantic Sugar Mill),US-FL,22 Nov 2025,L4478244,S285580884,,1
145,34185,species,Prairie Warbler,Setophaga discolor,1,Peaceful Waters Sanctuary,US-FL,15 Nov 2025,L1017638,S284602086,,1
146,8278,species,Cooper's Hawk,Astur cooperii,1,Peaceful Waters Sanctuary,US-FL,15 Nov 2025,L1017638,S284602086,,1
147,33277,species,Song Sparrow,Melospiza melodia,5,Cleveland Lakefront Nature Preserve,US-OH,25 Oct 2025,L618902,S281324584,,1
148,33124,species,Dark-eyed Junco,Junco hyemalis,1,Cleveland Lakefront Nature Preserve,US-OH,25 Oct 2025,L618902,S281324584,,1
149,32990,species,Chipping Sparrow,Spizella passerina,1,Cleveland Lakefront Nature Preserve,US-OH,25 Oct 2025,L618902,S281324584,,1
150,26844,species,Ruby-crowned Kinglet,Corthylio calendula,1,Cleveland Lakefront Nature Preserve,US-OH,25 Oct 2025,L618902,S281324584,,1
152,34557,species,Rose-breasted Grosbeak,Pheucticus ludovicianus,1,Orchard View Park,US-FL,19 Oct 2025,L7920142,S280309430,,1
153,34141,species,Black-throated Blue Warbler,Setophaga caerulescens,1,Orchard View Park,US-FL,19 Oct 2025,L7920142,S280309430,,1
154,34079,species,Magnolia Warbler,Setophaga magnolia,1,Orchard View Park,US-FL,19 Oct 2025,L7920142,S280309430,,1
155,19165,species,White-eyed Vireo,Vireo griseus,1,Orchard View Park,US-FL,19 Oct 2025,L7920142,S280309430,,1
156,4802,species,Ruby-throated Hummingbird,Archilochus colubris,1,Orchard View Park,US-FL,19 Oct 2025,L7920142,S280309430,,1
157,34060,species,Cape May Warbler,Setophaga tigrina,1,Orchard View Park,US-FL,12 Oct 2025,L7920142,S278943265,,1
158,33972,species,Tennessee Warbler,Leiothlypis peregrina,1,Orchard View Park,US-FL,12 Oct 2025,L7920142,S278943265,,1
159,28037,species,Brown Thrasher,Toxostoma rufum,1,Orchard View Park,US-FL,12 Oct 2025,L7920142,S278943265,,1
160,19267,species,Red-eyed Vireo,Vireo olivaceus,1,Orchard View Park,US-FL,12 Oct 2025,L7920142,S278943265,,1
161,34058,species,American Redstart,Setophaga ruticilla,1,Loxahatchee NWR--Marsh Trail,US-FL,08 Oct 2025,L635288,S278064862,,1
162,6673,species,Bridled Tern,Onychoprion anaethetus,4,Palm Beach Pelagics 9/7/25,US-FL,07 Sep 2025,L52591272,S272229417,,1
163,6665,species,Sooty Tern,Onychoprion fuscatus,3,Palm Beach Pelagics 9/7/25,US-FL,07 Sep 2025,L52591272,S272229417,,1
165,7591,species,Yellow-crowned Night Heron,Nyctanassa violacea,1,Harvey E. Oyer Jr. Park,US-FL,07 Sep 2025,L7044989,S271959563,,1
166,35644,species,Bananaquit,Coereba flaveola,3,Bosque Nacional El Yunque--Portal del Yunque,PR-RG,31 Aug 2025,L323802,S270664440,,1
167,33881,species,Greater Antillean Grackle,Quiscalus niger,6,Bosque Nacional El Yunque--Portal del Yunque,PR-RG,31 Aug 2025,L323802,S270664440,,1
168,33668,species,Puerto Rican Oriole,Icterus portoricensis,1,Bosque Nacional El Yunque--Portal del Yunque,PR-RG,31 Aug 2025,L323802,S270664440,,1
169,28627,species,Eastern Red-legged Thrush,Turdus ardosiaceus,1,Bosque Nacional El Yunque--Portal del Yunque,PR-RG,31 Aug 2025,L323802,S270664440,,1
170,9844,species,Puerto Rican Tody,Todus mexicanus,1,Bosque Nacional El Yunque--Portal del Yunque,PR-RG,31 Aug 2025,L323802,S270664440,,1
171,8506,species,Red-tailed Hawk,Buteo jamaicensis,3,Bosque Nacional El Yunque--Portal del Yunque,PR-RG,31 Aug 2025,L323802,S270664440,,1
172,4865,species,Puerto Rican Emerald,Riccordia maugaeus,1,Bosque Nacional El Yunque--Portal del Yunque,PR-RG,31 Aug 2025,L323802,S270664440,,1
173,4396,species,Green Mango,Anthracothorax viridis,1,Bosque Nacional El Yunque--Portal del Yunque,PR-RG,31 Aug 2025,L323802,S270664440,,1
174,2393,species,Zenaida Dove,Zenaida aurita,1,Bosque Nacional El Yunque--Portal del Yunque,PR-RG,31 Aug 2025,L323802,S270664440,,1
175,1948,species,Scaly-naped Pigeon,Patagioenas squamosa,1,Bosque Nacional El Yunque--Portal del Yunque,PR-RG,31 Aug 2025,L323802,S270664440,,1
176,24088,species,Caribbean Martin,Progne dominicensis,,Del Morro,PR-SJ,30 Aug 2025,L52503929,S271795129,,1
177,17474,species,Gray Kingbird,Tyrannus dominicensis,,Near Home Depot,US-FL,14 Aug 2025,L37089279,S267271953,,1
178,2071,species,Laughing Dove,Spilopelia senegalensis,,Downtown,TR-34,07 Jul 2025,L49305136,S257795363,,1
179,4094,species,Common Swift,Apus apus,1,Παραλία Μερχιάς (Merchias beach),GR-L,05 Jul 2025,L36630684,S257115484,,1
180,4077,species,Alpine Swift,Tachymarptis melba,5,Παραλία Μερχιάς (Merchias beach),GR-L,05 Jul 2025,L36630684,S257115484,,1
181,7800,species,Great White Pelican,Pelecanus onocrotalus,,Windmills,GR-L,02 Jul 2025,L48983843,S256425078,,1
182,31534,species,House Sparrow,Passer domesticus,1,Mykonos Town,GR-L,01 Jul 2025,L48858607,S255852631,,1
183,21578,species,Hooded Crow,Corvus cornix,,Mykonos Town,GR-L,01 Jul 2025,L48858607,S255852631,,1
184,6552,species,Yellow-legged Gull,Larus michahellis,20,Mykonos Town,GR-L,01 Jul 2025,L48858607,S255852631,,1
185,28500,species,Eurasian Blackbird,Turdus merula,,Athens,GR-I,30 Jun 2025,L48823275,S255688435,,1
186,11993,species,Eurasian Kestrel,Falco tinnunculus,1,Athens,GR-I,30 Jun 2025,L48823275,S255688435,,1
187,2031,species,Eurasian Collared-Dove,Streptopelia decaocto,4,Ακρόπολη Αθηνών (Acropolis of Athens),GR-I,28 Jun 2025,L3001052,S254749815,,1
188,1274,species,Wild Turkey,Meleagris gallopavo,,From Airport,US-MA,22 Jun 2025,L48265110,S253232552,,1
189,342,species,Canada Goose,Branta canadensis,,From Airport,US-MA,22 Jun 2025,L48265080,S253232414,,1
190,33568,species,Eastern Meadowlark,Sturnella magna,1,Pine Glades Natural Area,US-FL,14 Jun 2025,L2685255,S250400839,,1
191,11900,species,Northern Flicker,Colaptes auratus,1,Pine Glades Natural Area,US-FL,14 Jun 2025,L2685255,S250400839,,1
192,7921,species,Swallow-tailed Kite,Elanoides forficatus,3,Pine Glades Natural Area,US-FL,14 Jun 2025,L2685255,S250400839,,1
193,2243,species,Common Ground Dove,Columbina passerina,1,Pine Glades Natural Area,US-FL,14 Jun 2025,L2685255,S250400839,,1
194,1026,species,Northern Bobwhite,Colinus virginianus,1,Pine Glades Natural Area,US-FL,14 Jun 2025,L2685255,S250400839,,1
195,13128,species,Nanday Parakeet,Aratinga nenday,,Lotus Palm,US-FL,26 May 2025,L36267176,S243159031,N,1
196,545,species,Mallard,Anas platyrhynchos,,Naval Academy,US-MD,23 May 2025,L45745857,S241630693,,1
197,3896,species,Chimney Swift,Chaetura pelagica,,Dean St,US-MD,22 May 2025,L45683322,S241331546,,1
